A(410),B(435),C(460),D(485),E(510),F(535),G(560),H(585),R(610),I(645),S(680),J(705),U(760),V(810),W(860),K(900),L(940),T(730)
1793.9852618055722,944.6976115509946,2304.5000617625847,693.5594844305906,1088.3017417168455,1301.7892470824243,397.51845646741475,398.8946871115812,1144.874806368312,207.8610061312201,290.1850641505491,59.497298665377066,71.1716949750354,170.59220200807553,211.95926347609262,77.23700923940491,41.23392830678525,82.85234432249925
1774.484687447683,1014.025241125637,2551.700245458568,838.4242772410267,1026.1737176730765,1943.5569167376868,441.81494094082655,441.4306061654171,1398.7074748417983,223.7132345872381,314.7079885742728,64.66862701744601,73.0635802986773,229.0423758617349,276.18799344220326,91.03309672868792,47.14404861103493,82.03517018554616
1821.2482521476402,1015.618128705959,2578.1203495769387,844.7146150236084,1027.243729999042,2014.9415269211377,453.74721657688127,462.0310947337451,1468.1883952640899,237.43472451063872,356.22912131531814,69.0724522412093,76.40893193230389,240.6226013259581,295.08122345038674,95.16861917184274,49.76040288940334,82.70895662456012
2335.3534643987027,1295.0361853117856,2325.2164392653763,872.2997116326435,938.913325150217,1122.7515425687247,471.16527068780266,478.9274509236908,1334.5776460732052,230.98194454409662,338.72663027244363,74.64934867221729,78.00341392865606,209.8653797148497,318.2403225894786,93.64897564822932,51.28047306431784,86.37199416032601
1844.7155680341982,1046.5158312709443,2564.122105707893,673.125766979385,996.2041567208536,1216.4095229175582,358.021374809918,370.5723893819021,857.7064780496254,202.8834136314371,213.62292625620216,50.750612340299746,59.291817492356245,162.70602127523478,237.19134426797848,82.02056453637047,40.66160774195331,70.9689659467111
1847.3980096431417,821.5732528858081,1959.4693320264664,519.7772340610828,814.485045548787,961.4345239963459,359.15207224962023,357.5852206945021,954.0406556265264,173.99995507392208,193.3048202563595,53.8623261927655,57.05863826126132,154.05370383857075,194.56919462791956,73.8691188164711,37.734285110585475,68.00433177821947
2189.4901257254633,1002.0177136391912,3139.09575706402,813.6164673998582,1098.4002206546822,1924.495726326913,451.4105738565191,459.5773651347819,1440.5663703082153,233.3416638853243,361.2914451619801,70.18219935767598,74.68273281038438,245.98654402540114,313.46992243425353,111.15500524674482,50.11989839698773,89.71158725772547
1605.4971415102057,884.7509054086358,2059.361574456671,643.8593231630229,1001.4526009626661,1246.5881733171252,384.02170677676554,388.26160019840563,1187.389564707954,209.12315906884214,291.5157880879964,58.89764336619088,75.82450527925657,180.22845145756236,212.50822717349564,67.64373894726172,39.01898439388281,84.42103977751968
633.4163842563947,423.94389655467285,942.4656588363343,481.29526889973795,677.9571674213938,710.8914331812892,393.6483398720864,400.6000415259258,1271.389513472873,172.36603059432716,202.79761463161924,66.27912673312026,52.769735522512114,143.16752544583844,171.3135026835767,55.8508690990009,35.59910879319285,63.38708946050644
2899.2750673685405,1178.499554777667,2311.7900269948905,815.8369253797988,915.8994089892684,1618.5924908806046,367.2204155251489,357.00028679106543,1411.8898257536575,198.61772728181637,347.20714008931793,64.49642517989265,79.23437036120478,265.2450290355805,322.4317117222031,91.79631639727988,48.564867818776655,85.09723463601999
3811.1954176931968,1418.018184449319,3233.440416759112,882.3215861527248,995.3836520274551,1847.4694895062657,482.57015577405735,487.53603881269385,1374.611657145007,61.706461952396694,89.86823060958098,72.13992680734846,305.7147992679466,109.77631886806303,51.78469039260927,33.02991055781256,23.19415999288423,252.9184879986566
2290.7263105331213,1348.224871326178,2730.0516262683946,909.853749294846,1068.1472309101414,1958.8267265876943,420.6340091697391,399.8955278251922,1328.261915035342,191.35096843629086,353.1459485882252,67.54238527581744,81.72906877976162,236.01267912246814,312.51642552710314,93.07864127599994,46.33895935398917,82.53436973227032
1749.4565234783681,691.4172263685101,2220.423822542315,464.1410691056113,761.3101431102748,1077.0603758208213,286.24237470493085,272.21414951178116,644.380237094569,137.5791709495768,150.3389874362777,39.42988969233774,39.63097748086638,123.81477987963196,127.93454977179967,66.96768944272533,29.087438940399945,53.9021405745416
1875.6076686317535,960.9915520992687,2232.2690650725967,674.6355503377442,1065.748129956021,1217.9042448677628,394.36272182986,399.88184201186886,1156.595002073273,203.62757505557244,296.08244162694604,60.03307514821693,63.45822265176034,177.30482751760047,227.23397499537165,77.20858866575523,40.06464215236384,79.99939210892714
1552.9516770479818,878.2303814998432,2024.3691219059488,648.305483545264,991.3792667951654,1258.0258007043724,379.5944813114141,392.98020289641136,1217.974319278702,205.16688957346113,295.48796722208345,60.38660760002187,68.91345393164029,176.65573830246373,220.95304006432548,71.09760043484336,39.96851963916812,84.60522384015161
2298.9019804860504,856.4923714752604,2166.8774835076324,514.4893023562797,771.2094358189399,1069.6588377710736,304.82432634486054,300.3567351796632,750.7095950848101,143.55796879032354,149.2494037740876,45.699521507913964,43.80230254991995,143.93540511581259,160.71374768586477,74.93636308560343,33.44981011229526,65.31740772964962
2012.0515312519858,730.8587543502908,1901.493464141432,437.6427059230284,724.697419102925,959.4143402683783,246.91905371174175,249.51968888787349,564.8269385353511,133.24238116848244,141.40568071498487,33.39293567364881,36.285126577018566,111.62649219502319,131.28702962405782,61.18545032647793,27.10997153915118,48.75774610791389
1737.829894666244,1029.2585358864492,2561.735735633561,828.8097980653457,1036.9906113358295,2047.0311910019805,451.6554780318824,461.500969821019,1471.443971284188,227.05588787862936,357.59185678023226,69.09557449029177,75.59940810418652,246.0323698511516,300.4912370553392,95.90467914596957,49.37767545274261,83.19800492155404
2335.2315963845263,1082.1964552392162,2451.468175957531,627.7252472937234,932.1644578460719,1140.1725437798343,354.3357769358122,352.02584073229576,968.992361438785,169.7568838103133,232.64926587603057,56.67814137640091,56.7423518204852,169.85547795041361,237.49642156239796,84.5501058111148,38.9741984491117,72.84951609587911
2647.8657619380374,1197.8806556555646,2858.805165500757,896.765314021483,1079.7296025496312,2095.428510257971,450.735631393059,465.4243280814054,1485.5485417341586,248.15528201410004,344.059330436653,68.5988415024109,77.67793201093241,245.95264550711457,308.7892894333481,96.57282465852165,50.150505158250475,85.45985402319413
2346.2620951296203,995.6614795395042,2346.703304105451,573.7351603053849,913.508784374977,1172.4937653119493,318.3495954366911,321.8602803367868,829.9614730308094,156.54790279763063,167.9882685207172,49.685069892494866,44.77721502842567,146.76267269886955,167.8301333362696,76.12575635660168,34.213722272893385,62.777376183746405
2207.9370636867875,915.6358711993862,2780.0638570477618,756.2993932909162,972.6095455476705,1897.420742723212,422.97875500553624,430.2408612851078,1364.0956521270687,211.48421261574802,299.678239120138,65.10941258839765,72.82793620722839,234.53410479053912,270.26308332781156,102.85692386591762,46.83033705836114,78.96634158927336
2102.7676005277185,991.3041265020398,2720.254414197728,667.05153333097,892.6902323685644,1313.8714817426462,325.6890108983616,334.30643240978003,886.7655863573736,166.27751311542977,228.41272167241408,50.881624236814226,54.42423499291119,165.7292746343114,223.5544762222562,84.83481079521215,39.1171317835558,67.64108257240964
2388.142369055819,1079.6257473049925,2390.902257882214,619.9501195012144,927.5350147187274,1143.4562033583913,352.20117555883246,343.58337856308924,971.3845446429767,191.1496174514592,237.93435199009863,59.28994561631794,57.963964857941164,169.22177238063233,238.58216324795183,83.985460158212,38.40776192138751,75.37638346402973
1915.041773925773,979.6308157230458,2264.2823137926603,684.0093104311617,1050.6582593365413,1252.3848305982074,393.2811735797161,401.8671093243193,1169.567393002661,201.77733962715362,292.37280300906315,59.312326515038414,59.73925558331563,177.84815781418348,229.31846224677787,77.32880965080302,40.500491228669866,82.75928449131281
661.5403488638402,462.41302572008476,975.1338568129446,478.61329232246635,685.995209304178,709.3420074766501,401.52878925086645,399.1482481474182,1269.9136934299984,187.67553409275214,197.8342434305366,66.50633795167874,53.09529399236902,141.98450590870914,172.39092685761756,53.129881035299604,35.703603149949345,64.43532630813229
2345.3505589835686,826.4987004594738,2176.1409056113534,493.74253996777736,788.7533081305385,1065.2524006457002,306.37589897551976,305.5508810314923,743.7694393266411,169.5487561215682,148.79027056620737,47.828001903101615,45.29269319165391,145.5755115175175,163.1968278990635,73.65633863431775,33.7406049718859,61.51096524429092
2660.5177623662726,1248.764276613736,2254.6086369841705,850.7482907492686,912.4325268644008,1413.2221338081804,395.4173186493209,399.1585080352023,1249.1689461103385,183.87551367974427,279.96438644908085,69.37630800386425,76.23777987816294,230.61618414883557,300.4730948727409,80.32143818858184,47.68478389255875,82.40910537868305
2176.4636750002974,890.2642837643137,2757.5980458992076,776.3065802224988,978.4523320429176,1875.92528733361,424.41675892576745,431.15789761918404,1364.07618867918,218.7523596918025,289.4592449966891,62.036102870671,65.10893455110322,237.6328700492946,268.51898062583086,102.57162607988107,46.53306136246936,79.62787977792979
2117.873871968287,1329.2768322145932,2699.987061049896,935.0738426004688,1096.864709334897,1832.7221370282693,469.62259566635265,486.1528454039412,1349.789861314948,244.96318913611705,340.50194570525366,72.83291950905198,72.23684228228558,245.19112283822346,318.0420771604488,98.62422664018165,53.09286784728407,82.13519751222888
2516.783834658312,1111.2082866818018,2717.934102032513,851.0629141286589,1026.2899051035067,2016.40167400791,422.39665835117364,435.3769639963249,1333.7364358321033,219.2952486135522,244.37478881859653,67.99444964162157,60.72834599871573,220.25491924713958,221.74713527268068,93.206320110447,47.90635497696817,75.05537574181035
1917.0398570025227,1078.6753117515093,2531.4144018368675,647.2486313673193,985.2601226832262,1220.385842341551,355.70315889259024,345.3322729403046,799.3211542156996,168.2746645254181,225.37426939934392,55.53644937217222,53.17628667708238,150.1277632876985,226.55431558732195,77.11354650947474,39.363778287190236,73.40432376799347
3023.2524230321665,1319.3010358509644,2742.82729610255,963.4887182496451,1101.3467779975338,1888.1559703508087,486.7891713313,493.7624709883513,1492.494336320991,260.43239634073353,366.6724989378429,78.30776244647387,77.13714431720982,251.31710956057748,303.0237897215813,96.67021907733864,53.29381863487838,87.69003057638703
1524.8647624748169,903.311324043947,1997.040784474683,672.3381072637432,958.8210590636845,1372.2271820237404,402.4727589842485,418.44870016814474,1098.0924951881884,2217.265140104317,284.8019035139745,63.10061368068717,707.1503766128554,170.93737658490755,207.0930502561775,65.40656124773417,41.12275460574838,89.53449918804796
2316.9315888703027,1020.7890313342475,2384.425641128572,641.8096829845474,950.5242769252326,1275.255797705149,397.38717963722877,403.3285509370823,986.0771480362656,198.07234956670524,270.32847821531334,60.83920127255779,60.30401359156297,169.86931277590662,219.90435784210038,84.64925870952285,42.88997179988658,83.76786152226401
1916.9002442086935,984.8684486158597,2275.8028553224635,682.8740582697941,1052.777039058773,1245.6643109058562,396.05911541633066,402.42798778517056,1136.2265048479992,206.82277925255636,294.1582836162322,63.51681367631737,68.49866702381885,175.79081754669065,234.42023348282243,78.83616048306686,40.00013165235245,84.59985271629598
1227.986266405835,908.301169462608,2000.8695214571783,736.5858355002969,850.9595844424518,1104.018881739516,434.19924476643985,417.6141811985718,1024.1756317761506,207.10065477186882,62.38594828861271,60.90158705231946,164.5074048769156,192.28096384519182,90.46974840768591,121.37226026687551,50.790562019204636,54.00873379604228
1571.4690848554992,899.7327669226532,2003.6836921038653,677.7556321652971,960.5772209270093,1394.849995928672,409.33811508364084,416.45659007718285,1130.593306494129,2205.1009415692324,290.8972542700816,59.33064360393883,709.1963388287827,168.64455336090867,206.12783424629697,65.20992328047022,41.13546319721409,89.91335649008957
2507.9420772359035,969.6798044925971,2771.265943553824,606.9311048429837,890.0622040945541,1366.238507904837,368.1616585303139,381.44888938364596,827.7101465333794,209.00100744569716,237.51646068680333,53.01474597417667,55.578185045787016,193.686716088009,185.62848900569398,155.54264421890744,43.85403285845794,68.31810074968588
1198.3877029440796,777.7265139558376,2072.5887787479573,645.8614384247692,1065.1204145391384,1356.4727530133794,391.03814083246994,403.1749428527851,1132.0338840295897,207.0163771392453,268.8839397743602,63.069877962801705,67.28412489645844,161.97958038870732,205.90109832806414,71.76956567963214,40.406173708993485,87.23679223924147
2605.7030706485502,1186.23602571066,2961.736333030236,901.2719855857146,1088.1519010118373,2079.2165730998495,475.58962527283666,492.5314360697296,1469.0762278288767,248.61552147400624,342.14400626565845,74.47777532289022,75.18760086890113,250.31362055721735,300.31844498914876,108.4914996294235,53.40977566072354,82.36020809803429
3215.8485877869853,1304.6177107531669,2969.21715273744,942.8734818948556,1108.9743380302723,2085.1725947796012,502.76149164301023,511.94041219082226,1483.9831209671356,275.77429889835526,332.2803842572546,78.43746056017332,76.84791954483592,262.64508678471134,306.5924055365921,107.97956611814746,55.90535131371527,87.8883011425126
