pH,EC  (dS/m),OC (%),P   (kg/ha),K (kg/ha),Ca (meq/100g),Mg (meq/100g),S (ppm),Fe (ppm),Mn (ppm),Cu (ppm),Zn (ppm),B (ppm)
6.1567949353575395,0.08356627651365936,0.7817769987733968,4.577538696246601,196.11314776561548,4.566531250499219,1.3283713809960518,3.3266696100224262,82.31896605901794,21.80520246999003,4.0752943997167765,1.756692922297582,0.5629804553455292
7.992873074207423,0.544694992926629,0.4721201498969442,6.415799577061578,109.73033231062983,41.627984918175855,15.192934769298729,14.226748914493278,9.281987094542613,10.204116661081096,1.785818235549714,1.3460097446661912,0.5365600152755257
5.7644729954564635,0.061069998450894135,0.3485260309935018,21.172491919851094,135.4390453927222,2.7143103191554427,0.9364649786906116,12.896234386200492,42.567629074568075,12.129260227287704,1.9974672805345766,1.0494194005987623,1.040722565598154
7.9407703671265315,0.535125209252696,0.4038139566716024,62.451619672450484,383.1267177221557,7.665191220942696,5.308207185936905,21.891472379693038,18.537666413029687,25.635470022376584,0.3226375435154898,1.018955970226946,1.0786914209520795
7.16031904643175,0.49088363033486887,0.7734777121010916,47.89451955324959,466.4498829794758,22.39980677479802,7.192682506213704,12.167088075383287,4.380375297701615,19.81570491780746,1.9178105171004793,0.5283104030581036,0.4324887897752416
7.576866308432355,0.313913159591743,0.6111239274053824,32.262799081956096,578.5068254890319,,15.351027612899314,9.41911643091911,5.956690316544514,5.2487895442443895,1.2133044579641736,0.7180292349409537,0.2702318170262897
8.42157598181881,0.19500747023838627,0.39860846560949076,5.027606081448646,756.0378378910276,62.89036469310605,8.177443707212838,11.590891435731264,21.36336855649699,14.337650223656707,2.510222462452802,1.4124783708141881,0.43555184625370796
6.0253521095706395,0.1224768065709109,0.20899949161036854,14.745435617004917,193.54079951728613,8.568561504000908,3.200114275508544,29.399022056225693,156.51858452962716,48.35724462998758,4.484560782031715,1.4959418902363852,1.010629977058242
8.535834910607761,0.18160602117757613,0.41503116586260325,7.074936672570863,456.3900186166275,20.427537854059985,12.155515530755043,21.111290223121866,2.4123535684745834,2.8535607672668473,1.421331002117028,1.4775279050465207,0.40614256218440675
7.664364075414263,1.3162817856711946,1.1587337834385742,14.380129840132973,792.5924542556503,61.07656059065155,19.287755427262525,24.116147642129757,16.82472495918237,3.8828392666678684,6.206672182351943,0.6162129081002073,0.4163472522758128
4.996631467239958,0.03181683238258594,0.7766789205994724,27.70831609992593,305.4669420299899,2.4152372769470176,1.5337022865630732,17.75579201102636,37.338561349630844,25.637462760962745,1.3216871014839322,0.15677661456567318,0.4518740120159123
8.520183628772525,0.18647237320433752,0.43533785483573983,9.63667682537348,446.3491993681443,20.140705368091208,11.490322427112131,21.308775419180726,4.0595974639744625,2.9675754941230776,1.3973264464817428,1.4150830233512461,0.4179596307485289
5.724103408247552,0.11330810436988527,0.7081096333511895,22.27976053965758,206.44196843163195,6.772915730178972,1.2669991080243952,6.957341644438366,42.11553124619185,48.869229089691636,2.5092665261179494,2.6590412829862164,0.9649680096225834
9.474380351302809,0.7495157011667946,0.59839412178738,7.118548739918813,227.0926096834141,10.905392301473837,2.2730992162314196,16.048601695150435,57.471838409369695,18.077511505176968,0.8405971335716985,1.3660678485533257,0.7386757237535893
6.345653274330064,0.13193831518536503,0.9091394682267995,5.244724048226149,213.85874830724538,13.989373756222585,6.925570865965438,17.015302695890647,32.127040211868746,27.94546205125283,8.400911054454925,0.6803050059602839,1.0325588309436322
7.942725743462584,0.10897375802770516,0.21977847920364585,5.856736568339545,273.3118141118418,11.863600428681737,4.428174137281603,82.21565221171916,1.7535987157107482,0.1090682607522489,0.3290192530521434,0.16142136360810572,0.7511418126839705
6.021714577905094,0.25146307741886453,1.0133589214129428,22.485818737334462,421.6967682512929,10.148890751663204,1.7843962423728859,11.26746592291447,58.377033139717724,51.61442535403271,0.6241697191565452,1.0737511329486054,0.4592300498467696
8.177100845823912,0.20448984154992988,0.8163752193503103,26.418977137932426,221.95901347779466,6.080373813310347,2.6793487204478006,27.777907300794194,20.76990918006024,3.067870595936037,2.4183021430764935,0.5103554050224411,0.33837092946304104
8.573040369619205,0.14104819747042352,0.11610150807132258,4.805116385084178,99.90519190953263,73.38727998250859,11.182295068419196,4.346904912382541,16.486415774323767,4.5391295983793825,2.261150295134597,0.6450137897685382,0.5420337528670955
,,,,,,,,,,,,
7.096433040763542,0.47719110983521434,0.7696148778889702,47.43586135101215,485.6897827639325,23.098910349687216,7.0642124291830815,12.110405644815868,4.7840701663763205,19.683062569245998,1.8288977796066777,0.3573672805796983,0.423087713087054
4.868740089198433,0.0969577591008536,0.2104740366488172,8.444295310064597,189.86082516315398,4.508714368908175,3.040807164858594,6.952606684916903,29.383605278726673,4.237518989631733,4.000431634143261,1.9917750160524137,1.2011964447030208
8.515739377680385,0.19801566222202596,0.41013719550820865,8.611510821640142,459.9140019143764,21.372101415326824,11.729788131109661,20.888580816355258,0.9884511952775044,2.4361270067880567,1.443214878078731,1.434479626874034,0.4341435924563297
,,,,,,,,,,,,
,,,,,,,,,,,,
4.953838627554427,0.061111939021748315,0.4705483711737565,10.550250198482239,71.80007349294544,1.6316012510207585,0.9936584472769272,2.7534105609297477,25.382573857730343,18.169997058612378,1.3626240804182896,0.7172548245420933,0.819078201896204
9.016772010715592,0.15810386633362636,0.4216615574119753,32.19703394826847,122.44618964922574,14.193763189923764,8.056656162562236,17.671941186329892,12.53163211785559,1.946224121984107,2.129164226491007,0.6389866443907583,0.775820396961518
8.239924566491228,0.2456246595111501,0.8606998725519928,26.677809923512697,195.51152679301438,5.81611588563964,2.75032718113609,27.069473627050012,17.975572089619277,1.688819388477163,2.3746276803300086,0.5206038565411888,0.3241148953776699
,,,,,,,,,,,,
6.920581611639262,0.10666972366770838,0.447501238329786,13.329735347115323,646.2564679312758,10.573697398039718,4.049013981906431,25.76475320741773,14.194210903160979,17.57982389692015,3.3449096015942574,1.237625833025147,0.5948436882995232
7.954890615450817,0.5522443624908779,0.4780502215476275,2.654650280700923,110.15126340200932,41.95248043670019,15.09940459663393,13.941762893776687,9.972339103798904,10.699571304705234,1.8663520374382752,1.3249656402062835,0.5265024451720616
8.507262195978036,0.11983620750411378,0.5706734136892431,13.080909423906736,314.7156657495594,16.57979723207467,5.344337998298321,17.186219044481334,17.657538938379677,2.189599549848295,1.2232409939627593,0.016378220967465176,0.20673273523615973
6.1385780860852455,0.1136757627312606,0.19225772770072902,43.93194941372481,284.9114909129024,13.44865235589722,4.8737340518337495,13.832642663655145,124.53936347129688,41.41551194464741,2.627484423212657,2.070671537024962,0.9031877301892431
6.929056635108739,0.05402895330710451,0.10369117453288859,38.4608511263285,324.0276949529054,3.4252835811655395,3.5249396458001483,9.134691263094087,2.76829758440802,4.768671542627346,0.30480052888882786,0.38709788629083397,0.8407034103952808
9.068435923941388,0.163786598992138,0.36163528983639853,5.741201385253455,397.3111643502677,39.30206713940539,7.419378175069947,10.439095778464639,7.961461248420984,2.88413719351588,1.926653076231585,0.5369529148404562,0.7190605183441279
,,,,,,,,,,,,
7.60193720120215,0.18686567981903274,0.5148406501997076,24.25581796285892,688.6783316435057,7.521289987041226,2.3525003297577634,58.286265289906744,-0.9790082224849459,2.256499225460484,1.313888787973662,0.47554921207955325,1.015953180880276
8.484376858003998,0.27311315694681965,0.5351997842218313,5.057076715015157,591.997762905502,41.51823111630746,23.772241860233468,10.043087480970982,17.072855382664788,4.977817303510547,1.7394197493527257,1.983397366621889,0.29327282825539785
,,,,,,,,,,,,
5.218401840860011,0.010489683444951764,0.3619699404449849,2.3393325052611202,708.8532920302574,2.2453370574487526,1.8550720431198071,29.4521105725034,-0.14186279941086472,12.530104824750701,0.8632047378126697,0.5895451798292352,0.5803074459317287
4.985273464612439,0.09891521300259803,0.16524504982450697,12.187559049107485,183.1274585867225,5.273823466284915,2.859541456872027,7.364259321181896,26.425979944816095,5.3803244012755975,4.0988757107129254,1.9968984088764874,1.2142692803784256
5.962954200947058,0.13248552357439078,0.21794104387724,15.255905641202975,205.80303947669947,5.8238609436551165,3.581678265652618,28.850779335042667,155.59311963799504,49.89480315131096,4.408322153054042,1.4607779116524346,1.0155883370944785
8.579167032053098,0.05586607724875491,0.3594362914101771,17.471251747663473,220.80588207386714,8.085469785467795,6.237624099941077,49.16868865675333,1.2497401135056774,8.672322534495532,1.7840166947438563,1.375229760615232,0.13061692846482206
,,,,,,,,,,,,
,,,,,,,,,,,,
8.102363030899907,0.14991024870293626,0.48990708887857737,36.62596571669766,468.43328381518455,8.17750982873317,4.32654406004187,24.851892014229445,2.7651435798126234,2.7309178026471006,1.3855863344498989,1.3296495168663451,0.6069698022759495
4.887787439403084,0.10304980815841662,0.14498266816213495,10.585771673520254,185.8981429992662,4.807764831782366,2.7466667208624425,7.970162628833957,29.566080420935176,4.396364350762199,4.108616501275486,1.9159006735976516,1.2145085872588597
5.257828463450493,-0.0023428506897146296,0.3361150237109302,3.7703807289552316,710.2635992643161,1.7502662362347858,1.871714569254952,27.40040698354846,0.07988440747515577,13.591759527057103,0.7884221650338905,0.5563507707418114,0.5690768795565391
7.248391681366254,0.4931752310149994,0.7848753508636936,48.30740607746581,485.33088051862507,21.947777579095693,7.371999943169512,11.593763216985256,2.688667005368543,20.16600409284243,1.8097668390144677,0.4332444550697172,0.4350697748134007
6.354424349567184,0.055477620778940626,0.4691800575332213,35.47706032598864,221.74906080438583,1.5385812504331815,1.8777985773700983,11.328985231330847,4.382136829773331,10.351781360882798,1.6619982748298028,0.9810375488861822,0.2583677284514405
8.396271788677149,0.2044908485880083,0.40812951697600125,7.733897010779465,437.1429552218104,21.312579050209003,12.21069062501924,19.01195672583104,0.1563031300297646,2.408359626162854,1.43499080787709,1.4667050799535342,0.4306942687413513
9.093378548797112,0.165910340459428,0.41087766141307286,4.7112060461489715,399.6810802404643,40.50276515081708,7.561738079529177,10.989145350335463,6.6237255299038535,1.1938350091053564,1.716754439564278,0.4568809823671039,0.7292889746321756
7.79055509842018,0.07600515966700855,0.4115897571989722,24.73819753016323,551.085912871198,11.60217933384564,5.888669879010834,23.070887923422575,0.6662478687361615,7.0607338461467055,2.545228098107639,2.2750671023448734,0.7390300623803422
8.514362018577176,1.167153535101601,0.9325797413218506,6.629416907874533,766.5074871014264,27.284837448215047,16.64134828078435,30.629060091475306,6.3411140240182835,5.128165807460059,2.800634714962975,0.9859911629945303,0.7630303451672089
7.637399397232703,1.295205862021682,1.1573572010275681,14.626037629173124,812.0767545193745,61.38526065433349,19.37843736958102,24.37549435495182,13.551827358732272,3.8064711725647773,6.508450842530817,0.6988929437714687,0.44329000900584503
4.9291396093644835,0.11860514701602354,0.1825172729542429,11.420249715827676,192.5052694754054,6.415572082395663,2.655464958414158,7.342624607694524,28.854966367441264,4.48947464033591,3.9854605572513617,1.860067271510599,1.197231922464491
,,,,,,,,,,,,
9.304237498391636,0.26998079353417054,0.5158056718086971,12.984052143843932,157.30645669676983,7.69693244485039,6.022744286353651,19.882314962492316,0.6654514849812272,5.425487975370875,0.2076718586057477,1.4123724960649544,1.3331085046669855
9.068855322696402,0.15785809848723778,0.35377341852357314,4.217003178708311,404.13123443194127,40.76125274530441,7.197545752668219,9.28190365346811,4.8494835526748865,2.22273562850975,1.7662820433122877,0.3499810033572184,0.7112400567657265
6.55167800995958,0.25902413482573367,0.44003067130787255,55.34422372365063,210.23274642546997,3.7403891272169405,3.084132443370552,22.381054855502,13.361085085808268,10.603361068173648,1.1788490271008918,1.6124517914912393,0.9238274786754074
7.169256794964342,0.3982150407618502,1.1559917493993002,39.14939791433509,329.06845418203824,9.716973019873997,3.373603280355229,13.629682425417869,5.962214766534006,46.811021819207575,1.3605878254965915,1.1730177329811058,0.5163255408727256
8.629017747782095,0.003982774191275629,0.6871120202474333,36.945240645260604,241.67413460548863,5.409767918107582,5.167757588742682,33.82504222508363,15.483672927801148,4.037690029788661,1.4473395692203443,0.4089534703417239,0.7807587916022536
7.5065030875167915,1.2850368372832195,1.174221048099203,14.322584848881672,806.785894994979,60.196746618280685,19.17250257944707,24.03941348788275,11.251335535487524,4.812778972623335,6.407116476527538,0.6369239489035572,0.42614922915826225
9.194388731905997,0.2632159463905879,0.5099430722646441,16.274119177881524,133.62596368173587,7.161573447465784,5.336368741611835,19.328143813146173,4.87481702442755,7.1840075009353175,0.1587721785201674,1.4286483721048588,1.3563469590572081
6.854359466635103,0.20502947786251408,0.8696860965571009,63.25310621619912,304.194990197672,9.521911475505116,4.034796670475216,14.203366202437852,42.845049030411566,25.40315128478646,2.7325913403233466,1.2320873594735224,0.697882854025243
9.134975016188015,0.24598414012184358,0.4945348227856166,8.12854445892479,372.4688216405721,36.627169789813614,9.42669699207226,30.565561391750567,4.91928964878009,4.531981518085105,1.243080087554146,0.7643219453355198,0.8459735266533328
8.164207373393577,0.2773920288649258,1.0317957229163155,21.097085785136027,142.96471297364263,6.094624523208511,6.0514671377732565,30.664239687983248,9.090592884266854,7.571181567730899,1.6877776909581776,1.9512839119897423,0.985594345525504
8.187233656462697,0.2091232441736559,0.834703310789721,27.023928993821993,226.49158483284404,5.703661168528318,2.7668907575431594,27.053863346161982,20.024868691006315,2.9765130348221414,2.4675789417132497,0.5677792696097234,0.2894777288045873
8.334250263576543,0.43684191727427996,0.6058381518969514,9.995926966948113,517.6246298296312,41.30185338005109,9.321123318902576,9.183722736840165,13.177467091598828,19.875884923473684,3.0080009191089667,0.9580052020239509,0.18644638379515063
